InternetMessageID,SublimeFlaggedRuleName
<0100019885f19cbc-52301390-d307-4776-a7ef-dda32a469e47-000000@email.amazonses.com>,Brand impersonation: Microsoft with embedded logo and credential theft language
<174CA42FD6404208ABFA4DFE42BBDB3E1DC07CE01A97@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<CF176DF600E14913BC9C23B5BA8FBCC31DC07CDFF84D@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<5414FBA0AF484F70BBB87F729EFFCE131DC07CDFD110@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<65E459DC114F474B87F59A839A354A981DC07CDF9AD9@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<B0BF3E019EE74A4EBE375EEA687713631DC07CDF5366@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<9AC2D7DEA6E54879B38E0C290712D1321DBEF90A2308@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<DCA096CAD6894EF88B636ED7AFCE24861DBEF90A3436@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<97A2FAEE0E944686838B8DD5D763243C1DBEF90A1A78@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<944BF9094A40471E83F70D429133EFD31DBEF909FA73@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<36C8E064318B46C9ABB3FDC84498F82D1DBEF71BE07E@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<61AE27E379E24302B606033B1F44F2781DBEF90A0DD2@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<09B2944906904D9DAE89D5E208D1835A1DBEF909E993@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<6ACB6561C23643B9A62AFE751682BBC71DBEF909CCD0@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<4557821BAC4946F790028BE7B19B965A1DBEF909C9D1@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<8DD69163F75C4AE4A16448470A5CE4BF1DBEF71B7D9B@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<96EC4E7B4C8847B9A5490A4A06D3E7C21DBEF90A73A4@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<624CE4AE97A24502B88C4544C5E23F781DBEF90A6CB9@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<A4CD265299C94F719A24CC422E5668FC1DBEF90A500B@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<C1A2900F932441D084D7709183E80BF21DBEF90A8641@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<3878EC8E5D3145AA80A10D859498544F1DBEF71C2200@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<CBCD1B8CD82145CFA6286A41EA73525A1DBEF90A576A@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<3963AAF6EA6045069DB7624A4A9E80F11DBEF90A20BF@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<06DEAE32B411494283E4675DC7A654EF1DBEF90A447A@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<AFEF8BF3DCED4863B28E51B8B2A6FF4B1DBEF90A4A35@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<F3FA8D684FBE467CB9F28461E7C39B3E1DBEF71C00D3@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<0100019885d96e0b-98f0668b-7ccb-430a-9454-8427cee21e07-000000@email.amazonses.com>,Brand impersonation: Microsoft with embedded logo and credential theft language
<20250807164922.3ddfb14d63f2b203@sapvirtualevents.com>,Non-RFC compliant calendar files from unsolicited sender
<6894b74692f3_1566b12421273e1@turms-worker-6ffd9f856f-q46dk.mail>,Suspicious message with unscannable Cloudflare link
<740805708718@iZyjtt425f5rekZ>,Credential phishing link (unknown sender)
<605243517250@iZyjtt425f5rekZ>,Credential phishing link (unknown sender)
<605286293734@iZyjtt425f5rekZ>,Credential phishing link (unknown sender)
<6052282777750@iZyjtt425f5rekZ>,Credential phishing link (unknown sender)
<uFFpOauDGxmWDUpaKgyAUj5PRcI0jYvAmEvPAotu8E@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<ZWhEuUBCF9v1PBsnvg7zYfdHsDn1rQweCbnvLuNv9Q@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<VQW9jLi2JUTAZVcqDr0bE2mm1gpxlHUVlC6vmRswt0@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<fhT9hSPiczFcszXoYlK6xJt82wpmxgtNFoVBcKNkE@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<xaSXynZqnx7BpYKHa7IOL3vBh642doVUJ4CGIRW0DM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<4lumlNSruW6j576CUA1GbJegaAlgg5Quk8TXsfrDQg@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<VHHdvg2T85VjJ9Ju3JoqojxTboTmbRQIlJORHdU079o@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<jPMl3CByfCRRngFy7IvdgF14FfKpYNXj0pG0sXklc@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<oIN3zrdw5pSDBMuHDSTMxOLw5zuHxkxljFfZqs@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<DOxPU7Nney5Bp8ALE8DxzYExqVEJZxFhgSqT8eq4@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<2Mk010FZ9g6mmW97GrwMojlivvUTH2fYUx4jtSY0Bn8@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<TxIq9neTuuzE7TejqnD0wz4EpmD5AzcZkyWUBWuYQ@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<oF47EqXQ7n8Ln8njaq4ZJa1rV7oDpKwZ3j577O1M8@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<Zq4iqzJhfAW8bxgJl0nzXi9prLhzZemadqBxK07e8@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<V7HWq054kpxJjplAmObt6AmEnmwOklzdsKk4uVH0ss@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<x0XOy2yzAJCgWY1JnVGJKC5qTou95qkphgWk3Z4Q@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<ObY5CZW6f0r4XUu1gz2UESYtGK2sMwlDNbZSMRG0@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<6qvVE6J3MnjHIR7T0p6WAaaSfKedchNHt8DEuQZkLwo@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<8cemFdUi6sQwoAHpRe6FNJrnG6WmTMjMAvEEtQuyIw@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<dqKxF8ns4ZoUagnXEG4gdC8kyTWkk2tZDiq4ue25YM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<H4Qf0l2sDSFfXmXFMn78S87ThZ2RHt2HrbdwJQ8w3c@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<ScQCIO8G89cBUSj3b3Ugf5Fl0J8NlBV9MSKc9OnsFU@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<AIE7oeLIyAxOBMmVfU4746aHW01klZa25vcykNM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<O2HK44F9hFZB1HKfepjvTmop9SsmPmBaNhpGEc3LVHY@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<csA3CKIHUnEXdvnAMeSUBI5g2BE7SzRbVkyjSJYt6o@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<zKrNILdr3sRGSKum4BTttn5FQnuGEHza3luQZsEktgM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<wvPR47iDqZq0Mm47CgyTmo3Tq6IHzjuh8nqgtC5w@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<F2bmqXWob9wV9WEzPfryVBdccPaYQkjyWBqsWbfn2zg@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<xYbhzsWtMgwjjGmDMUV8Y5svJABPnLfxAP0hAe94SKc@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<erV9JJMeiBLQJRh9DGcG3QTeEuCpIeMIm0u56mIKIro@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<TagLz3jBUbPBrMXbnZ0emxaqQQ8vTPV9hYvys8@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<WYcCL76w7ej8W8ADQBCnomf6dgp5Aq2yQ8UBmBYrY@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<dHEmO09qEQsSE1l7N2rcSLjnpg5SEHrcjCYOEJ6ojY@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<53L8S77wuGhSOrUBIINEOhOidfRcgLJ8ykYrBHdLLCc@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<BJdTN85WNaZbgERegVvdz86E7dPaLasZ88njoKJ6dVM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<hHDucutB3dm7yuj7igEVZMfuMn1sneWPqybrRRdr9Y@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<YTAkgAdAB3OOyDHHjL40mwe20Er4VVboO6bLhJJQ9c@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<Q6NXkkPYebWMVBcjDMATU3t6dpmU9rouDJrARBezw@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<Xdh4iLbJmVO4ZW8TQ9jMvWxPLu3lznlvU42Ho5CLpo@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<Xdh4iLbJmVO4ZW8TQ9jMvWxPLu3lznlvU42Ho5CLpo@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<uQj0Ht58uePmV95WuEj8c2j4An4cYtQAU4719Qc0o3U@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<seU0rfrMNXvNmcok6VirrtYmqjkpSgFslQevQCap4@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<1o8HlR0M0gBRr4sUBIMz6EIHHddiltnF1Yk4i45aD4@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<ZK7NcqIllo8giTEGQUqK8spNfNiGqWqEVn8qxy88@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<yQ3ffmcaFXUrqMHtywk3Sy8VJxdhw4KmCcEYUhiXY0@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<xmpUngJtzZV8iltmsK1kpH0Y6nNSc36i9MBceuWGk8@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<nuLQ4MLJ5kKD4Hglu4rUW19leMOCZu2XdJuJadWgKH4@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<k3p2LHdT3qzbWCQon7Pc609uLXPJAI2fN3WPLewM@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<qSj7x1dtn3gEOZPUfuJgwQ0jTaLJJLceefzMAFTRLF4@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<IDrBOS1qtzfRlzD6u0L9PQipox0qaZCIrPeltoPoY@mail-serve.hagro.cn>,Suspicious mailer received from Gmail servers
<CAHEjvXwCn898VY+VxfWvMkXL7M5gkwRtSH6ejd8h0QWb436CZQ@mail.gmail.com>,Advance Fee Fraud (AFF) from freemail provider or suspicious TLD
<CAHEjvXwCn898VY+VxfWvMkXL7M5gkwRtSH6ejd8h0QWb436CZQ@mail.gmail.com>,Advance Fee Fraud (AFF) from freemail provider or suspicious TLD
<CAHEjvXwCn898VY+VxfWvMkXL7M5gkwRtSH6ejd8h0QWb436CZQ@mail.gmail.com>,Advance Fee Fraud (AFF) from freemail provider or suspicious TLD
<CAHEjvXwCn898VY+VxfWvMkXL7M5gkwRtSH6ejd8h0QWb436CZQ@mail.gmail.com>,Advance Fee Fraud (AFF) from freemail provider or suspicious TLD
<694638697.1561.1754551185653@lobby-directory-green-5fc6d65855-cd4jb>,Free subdomain link with login or captcha (untrusted sender)
<1790188461.447.1754285158572@lobby-directory-green-5fc6d65855-gzmcn>,Free subdomain link with login or captcha (untrusted sender)
<925905605.429.1754277737530@lobby-directory-green-5fc6d65855-2722t>,Free subdomain link with login or captcha (untrusted sender)
<727983448.3255.1753920955175@lobby-directory-green-7c6f9f69f5-tzznw>,Free subdomain link with login or captcha (untrusted sender)
<E1ujunH-005V1C-Gh@mx301.antispamcloud.com>,Request for Quote or Purchase (RFQ|RFP) with suspicious sender or recipient pattern
<VI1PR07MB551906A6D0E89942BD888C83FB2CA@VI1PR07MB5519.eurprd07.prod.outlook.com>,Fake voicemail notification (untrusted sender)
<SE2P216MB221070B5740131273E3D93839B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210EDB1461C55C260BB345A9B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210291D9483EAE257E0C17E9B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210E6C4FCD1459103783FBD9B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210555DB62C88A8B775F6F99B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221031B29FFDBFC472ECF68D9B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22108D44E87B77D9F155BCBC9B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210398FB48C0E9633E828129B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210EE6B1ABEB647CBB2D4429B27A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D6EB1801230BB340E7839B26A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D6EB1801230BB340E7839B26A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D6EB1801230BB340E7839B26A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D6EB1801230BB340E7839B26A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22102E55C9296E00C0F310669B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22103A40E7E63391EC73EA199B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22108C86E78EAAA90274D0249B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221023E1CE83DD7C55FB02309B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221071DEB5F652476C34B2C69B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221070B5740131273E3D93839B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210C1C70AE36F5211B3CAFC9B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210B1D7EEB95C6E929E610C9B21A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D08ECFFA8DB3871765769B20A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D08ECFFA8DB3871765769B20A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D08ECFFA8DB3871765769B20A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210D08ECFFA8DB3871765769B20A@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<30309925.20250807041152.68942788d38935.59621001@mail180-14.suw31.mandrillapp.com>,QR Code with suspicious indicators
<30309925.20250807041153.68942789dc7c72.72545748@mail180-14.suw31.mandrillapp.com>,QR Code with suspicious indicators
<e156d7dd-d5ef-421d-8677-be985daf5820@SY4P282MB4018.AUSP282.PROD.OUTLOOK.COM>,Credential phishing content and link (untrusted sender)
<e156d7dd-d5ef-421d-8677-be985daf5820@SY4P282MB4018.AUSP282.PROD.OUTLOOK.COM>,Credential phishing content and link (untrusted sender)
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
<20250806133134.a8adddb5ddf4fa0e@post.xero.com>,Xero invoice abuse
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
<20250806133134.a8adddb5ddf4fa0e@post.xero.com>,Xero invoice abuse
<010801988292a548-5abb5e25-472f-47db-b304-4c5aeb48544e-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<010801988292a548-5abb5e25-472f-47db-b304-4c5aeb48544e-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<010801988292a548-5abb5e25-472f-47db-b304-4c5aeb48544e-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<010801988286016a-e90fd971-6331-447e-8a39-b15c97495ed6-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<010801988286016a-e90fd971-6331-447e-8a39-b15c97495ed6-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<010801988286016a-e90fd971-6331-447e-8a39-b15c97495ed6-000000@ap-southeast-2.amazonses.com>,Suspicious recipients pattern with NLU credential theft indicators
<6c91bd13-7816-08fd-e433-ae0050af6f28@roteq.com.au>,"Attachment: Any HTML file (untrusted sender), Attachment: Any HTML file (unsolicited), Attachment: HTML smuggling with atob and high entropy, Attachment: HTML attachment with Javascript location"
<0tqMpmFtTCe7xWnygSCX7g.i5Ptbcc4Go6V1ZODk2-TCxs@sfdc.net>,Fake thread with suspicious indicators
<0FmLtJa3THqcXFSpvka9zQ.6GRtISYbHTy4--Qi4icxXhs@sfdc.net>,Fake thread with suspicious indicators
<oW8IB6lpT4KGmPNN8yWcww.w9fyguu7GSerhpQYDrXaWBs@sfdc.net>,Fake thread with suspicious indicators
<vCKPQQU4QjS5f_8tu8dgNQ.U_QGl-SyGXu6XqwDptK-xxs@sfdc.net>,Fake thread with suspicious indicators
<yseHi4v7SYq-XZF2Y0yxQw.jW9rCWSkGG6uf12MSNbzQhs@sfdc.net>,Fake thread with suspicious indicators
<crLCmVoRTqSfkNikSSnVEQ.oUWXe0r4EomxCB5LrTPWJxs@sfdc.net>,Fake thread with suspicious indicators
<Xakti6qoSKK3L8r_bjJ6aw.CDtf5FwJF4Gipff524Saehs@sfdc.net>,Fake thread with suspicious indicators
<NO9EcVaeRiCeaKdcgOYyrg.pj6VfwHIEZulOW91WlxINBs@sfdc.net>,Fake thread with suspicious indicators
<oGbSgWF8TFqTR-H9OTt-ZQ.Haeq_Ce-Ggu1-OSeznNuBxs@sfdc.net>,Fake thread with suspicious indicators
<kzNBWsDLTiq9LWRMIDSCxA.7KHZi9itFTyELuxFnXDO9hs@sfdc.net>,Fake thread with suspicious indicators
<fZ5u3_4xTLiVP7wO5CENZw.BI0S2_fbEPKcjkSWtTnRNBs@sfdc.net>,Fake thread with suspicious indicators
<kWrfp2_PTRmk7jMxHg1yrA.juxDoFfuF4udkzzXQrrYlRs@sfdc.net>,Fake thread with suspicious indicators
<J4UGp4EMQIiUJ_vzYy7PRA.xZQvs3hPEry4TrGSanXjJRs@sfdc.net>,Fake thread with suspicious indicators
<fff8eaf6-1287-6277-e4f0-019ef86c1792@gmx.de>,"Attachment: Any HTML file (untrusted sender), Attachment: Any HTML file (unsolicited), Attachment: HTML smuggling with atob and high entropy, Attachment: HTML attachment with Javascript location"
<3a46710f-90d9-b8cb-8cea-2cca4baefd8b@gmx.de>,"Attachment: Any HTML file (untrusted sender), Attachment: Any HTML file (unsolicited), Attachment: HTML smuggling with atob and high entropy, Attachment: HTML attachment with Javascript location"
<1551E4DA8BBE4F52B55FD78CE1DF411F1DC0704E9851@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<210ACFA0BFD842F0ABB3EA6106BC0FA81DC0704E7982@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<C0AE323D732B45D095A0B020D7C7A80A1DC0704E550C@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<66751EC82188465A8BD046FEF467E5481DC0704E32B2@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<11C5741894674BD1B75D834851E398111DC0704E0929@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<B6B330D496B84356B45668558488F85B1DBF1042355B@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<A77745884A134D0F9D47D515F5AF259D1DBF10427584@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<9AE89ADBC3824DB3A426FFC63589BEF61DBF10425762@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<7255846CBB894A448C538F93846EC89E1DBF1041F099@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<6896764936A24CC58C3269B85BF07E341DBFC048B145@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<D272AA58C9404E46BF6053C93E3C78F71DBFC0485919@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<F0836EEDF6E042E78696DB3FA4F1F2651DBFC048D644@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<F2A3539EB06D41999FF043F331E99F791DBFC048F72C@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<A540BA47EDEB438381DC855155EF4CAD1DBFC0487F1A@EMPLOYERCONNECT.MAXXIA.COM.AU>,Impersonation: Internal corporate services
<44401402047968@iZok28rfmm7vc9Z>,Credential phishing link (unknown sender)
<4852962889296@iZok28rfmm7vc9Z>,Credential phishing link (unknown sender)
<4440948686390@iZok28rfmm7vc9Z>,Credential phishing link (unknown sender)
<autogen-java-c3e0cbf5-7a05-4f4a-9293-63f81b7c0307@google.com>,Free email provider sender with mismatched provider reply-to
<autogen-java-c3e0cbf5-7a05-4f4a-9293-63f81b7c0307@google.com>,Free email provider sender with mismatched provider reply-to
<autogen-java-c3e0cbf5-7a05-4f4a-9293-63f81b7c0307@google.com>,Free email provider sender with mismatched provider reply-to
<autogen-java-c3e0cbf5-7a05-4f4a-9293-63f81b7c0307@google.com>,Free email provider sender with mismatched provider reply-to
<0.0.10B.DCC.1DC06EB6BFAC50E.0@mta-2d57c404.ip4.emsmtp.us>,Predatory Academic Journal Solicitation
<0.0.CE.4EA.1DC06CF5010A014.0@mta-2d57c404.ip4.emsmtp.us>,Predatory Academic Journal Solicitation
<0.0.C.543.1DC06C91ED2A1F6.0@mta-2d57c404.ip4.emsmtp.us>,Predatory Academic Journal Solicitation
<1811e01dc06dd$616c0340$244409c0$@webandappdevelopments.com>,Fake thread with suspicious indicators
<1811e01dc06dd$616c0340$244409c0$@webandappdevelopments.com>,Fake thread with suspicious indicators
<1811e01dc06dd$616c0340$244409c0$@webandappdevelopments.com>,Fake thread with suspicious indicators
<1811e01dc06dd$616c0340$244409c0$@webandappdevelopments.com>,Fake thread with suspicious indicators
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
<20250806133356.f206f82cd1741549@post.xero.com>,Xero invoice abuse
