InternetMessageID,SublimeFlaggedRuleName
<Xakti6qoSKK3L8r_bjJ6aw.CDtf5FwJF4Gipff524Saehs@sfdc.net>,Fake thread with suspicious indicators
<NO9EcVaeRiCeaKdcgOYyrg.pj6VfwHIEZulOW91WlxINBs@sfdc.net>,Fake thread with suspicious indicators
<oGbSgWF8TFqTR-H9OTt-ZQ.Haeq_Ce-Ggu1-OSeznNuBxs@sfdc.net>,Fake thread with suspicious indicators
<kzNBWsDLTiq9LWRMIDSCxA.7KHZi9itFTyELuxFnXDO9hs@sfdc.net>,Fake thread with suspicious indicators
<1618440091.40919.1755149423167@ip-172-31-96-160.ap-southeast-2.compute.internal>,Link: QR code with phishing disposition in img or pdf
<b3b2801dc0cdb$c018bc90$404a35b0$@com>,New sender domain (<=10d) from untrusted sender
<b3b2801dc0cdb$c018bc90$404a35b0$@com>,New sender domain (<=10d) from untrusted sender
<b3b2801dc0cdb$c018bc90$404a35b0$@com>,New sender domain (<=10d) from untrusted sender
<b3b2801dc0cdb$c018bc90$404a35b0$@com>,New sender domain (<=10d) from untrusted sender
<SYAPR01MB24134A0DD320BCEE8B867CE19435A@SYAPR01MB2413.ausprd01.prod.outlook.com>,Brand impersonation: DocuSign branded attachment lure with no DocuSign links
<DOCPRDAUSSEIS06ew8k00005e1e@ausmtp.doc.ineight.com>,Fake thread with suspicious indicators
<01080198a6fd2c8f-3dfe2f45-0160-4442-a3aa-3aa38f962279-000000@ap-southeast-2.amazonses.com>,Credential phishing: Suspicious subject with urgent financial request and link
<SY4PR01MB810225E90EB52B1470F5527F9135A@SY4PR01MB8102.ausprd01.prod.outlook.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000168175940043D20D3EAAC91FE09E96A2E382F44C10@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000168175940043D20D3EAAC91FE09E96A2E382F44C10@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000168175940043D20D3EAAC91FE09E96A2E382F44C10@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000168175940043D20D3EAAC91FE09E96A2E382F44C10@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000167495240043D20D3EAAC91FD09E820AA4E50BDC26@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<ADR5000000167495240043D20D3EAAC91FD09E820AA4E50BDC26@au.fujitsu.com>,Business Email Compromise (BEC) attempt from untrusted sender
<01080198a6d58a6d-61ab3f4a-a440-4138-a836-15fd971bc6f5-000000@ap-southeast-2.amazonses.com>,Fake thread with suspicious indicators
<07c7c6e8-1b57-bc2e-46b7-28700a63dc2d@opt-ai.kr>,"Credential phishing: DocuSign embedded image lure with no DocuSign domains in links, Brand impersonation: DocuSign, Open Redirect: Google domain with /url path and suspicious indicators, Unusually long local part from untrusted sender address, Fake thread with suspicious indicators, Credential phishing link (unknown sender)"
<SY4PR01MB810225E90EB52B1470F5527F9135A@SY4PR01MB8102.ausprd01.prod.outlook.com>,Business Email Compromise (BEC) attempt from untrusted sender
<GCB7ZF2RXQU4.ZCKKINRBTRR52@aus1job03>,Impersonation using recipient domain (untrusted sender)
<GCB7ZF2RXQU4.ZCKKINRBTRR52@aus1job03>,Impersonation using recipient domain (untrusted sender)
<WHO7AEVQXQU4.H9UGFJKFCI3R@aus1job01>,Impersonation using recipient domain (untrusted sender)
<11K53FVQXQU4.RYYP07UGCK8N2@aus1job02>,Impersonation using recipient domain (untrusted sender)
<G707UEVQXQU4.7FPC4KPJ19ZN1@aus1job01>,Impersonation using recipient domain (untrusted sender)
<BLK16NR4XQU4.GHRTPW3P2XUU1@aus1job01>,Impersonation using recipient domain (untrusted sender)
<LEIVEMR4XQU4.IRQIT5DO2JRT@aus1job01>,Impersonation using recipient domain (untrusted sender)
<DD46HMR4XQU4.9GB8O4Y3ZFJU2@aus1job01>,Impersonation using recipient domain (untrusted sender)
<KEF6AMR4XQU4.PDDMW9M9QE773@aus1job01>,Impersonation using recipient domain (untrusted sender)
<J7W7HMR4XQU4.GE8IJ8MLH2OW2@aus1job02>,Impersonation using recipient domain (untrusted sender)
<J7W7HMR4XQU4.GE8IJ8MLH2OW2@aus1job02>,Impersonation using recipient domain (untrusted sender)
<SY6XMK4TWQU4.NKSIH4NEJV0G1@aus1job01>,Impersonation using recipient domain (untrusted sender)
<M812LK4TWQU4.M2HWE5MHSKZB2@aus1job02>,Impersonation using recipient domain (untrusted sender)
<G6G4XK4TWQU4.435CKN27YR001@aus1job01>,Impersonation using recipient domain (untrusted sender)
<G6G4XK4TWQU4.435CKN27YR001@aus1job01>,Impersonation using recipient domain (untrusted sender)
<AIXOJK4TWQU4.PMLJJ07YY4093@aus1job01>,Impersonation using recipient domain (untrusted sender)
<34UVAFRSWQU4.B0Z2TZY4CKMJ@aus1job01>,Impersonation using recipient domain (untrusted sender)
<34UVAFRSWQU4.B0Z2TZY4CKMJ@aus1job01>,Impersonation using recipient domain (untrusted sender)
<FTHO6FRSWQU4.37HOONXXX3AT3@aus1job01>,Impersonation using recipient domain (untrusted sender)
<87MG9FRSWQU4.Q5S55SIXG6LS2@aus1job01>,Impersonation using recipient domain (untrusted sender)
<60A68FRSWQU4.04F4FBDF4G6Y2@aus1job01>,Impersonation using recipient domain (untrusted sender)
<1WTKLSJSWQU4.B2SWVSBNIXCB1@aus1job03>,Impersonation using recipient domain (untrusted sender)
<WGR4OSJSWQU4.58T8IMDF1YWK2@aus1job03>,Impersonation using recipient domain (untrusted sender)
<TR3CJSJSWQU4.NHGBNVRQ2C1X1@aus1job02>,Impersonation using recipient domain (untrusted sender)
<HAAGHSJSWQU4.Z1K94VKWVHWG1@aus1job02>,Impersonation using recipient domain (untrusted sender)
<uoSGnmOWTZCnd8e4_ylGjg@geopod-ismtpd-12>,Twitter infrastructure abuse via link shortener
<uoSGnmOWTZCnd8e4_ylGjg@geopod-ismtpd-12>,Twitter infrastructure abuse via link shortener
<uoSGnmOWTZCnd8e4_ylGjg@geopod-ismtpd-12>,Twitter infrastructure abuse via link shortener
<uoSGnmOWTZCnd8e4_ylGjg@geopod-ismtpd-12>,Twitter infrastructure abuse via link shortener
<69QG84JFSdGzLtOglzXjrw@geopod-ismtpd-2>,Twitter infrastructure abuse via link shortener
<255029898.944584.1755134321182.JavaMail.zimbra@breezelineohio.net>,"BEC/Fraud: Generic scam attempt to undisclosed recipients, Suspicious newly registered reply-to domain with engaging financial or urgent language"
<255029898.944584.1755134321182.JavaMail.zimbra@breezelineohio.net>,"BEC/Fraud: Generic scam attempt to undisclosed recipients, Suspicious newly registered reply-to domain with engaging financial or urgent language"
<255029898.944584.1755134321182.JavaMail.zimbra@breezelineohio.net>,"BEC/Fraud: Generic scam attempt to undisclosed recipients, Suspicious newly registered reply-to domain with engaging financial or urgent language"
<255029898.944584.1755134321182.JavaMail.zimbra@breezelineohio.net>,"BEC/Fraud: Generic scam attempt to undisclosed recipients, Suspicious newly registered reply-to domain with engaging financial or urgent language"
<3b368040-5a11-4302-b16e-f20bc0ba942f@ME0P282MB4592.AUSP282.PROD.OUTLOOK.COM>,Credential phishing: Fake password expiration from new and unsolicited sender
<PN0P287MB10648C9480F1BFE67A06582BF22AA@PN0P287MB1064.INDP287.PROD.OUTLOOK.COM>,Advance Fee Fraud (AFF) from freemail provider or suspicious TLD
<010e0198a6040f58-c3106fef-f530-4972-84c9-d061088d8455-000000@ap-southeast-1.amazonses.com>,Credential phishing language and suspicious indicators (unknown sender)
<010e0198a5f6c0f7-a69fb847-9330-41d6-9ca3-2cdcb54849a8-000000@ap-southeast-1.amazonses.com>,"Credential phishing: Suspicious e-sign agreement document notification, Credential phishing: Engaging language and other indicators (untrusted sender)"
<e0G99L-8MXzJJ5-2UBAs0@sendersrv.com>,Credential phishing link (unknown sender)
<7144399673096154354045@win97020>,Spam: Attendee list solicitation
<4164399673096342730078@win97020>,Spam: Attendee list solicitation
<44404009838162469117873@win97020>,Spam: Attendee list solicitation
<44404009838162515930026@win97020>,Spam: Attendee list solicitation
<57603996730962672523372@win97020>,Spam: Attendee list solicitation
<36924011148882188122466@win97020>,Spam: Attendee list solicitation
<4164399673096543918123@win97020>,Spam: Attendee list solicitation
<3692401114888135465955@win97020>,Spam: Attendee list solicitation
<3692401114888135465955@win97020>,Spam: Attendee list solicitation
<3692401114888135465955@win97020>,Spam: Attendee list solicitation
<3692401114888135465955@win97020>,Spam: Attendee list solicitation
<36924011148882296729954@win97020>,Spam: Attendee list solicitation
<36924011148882296729954@win97020>,Spam: Attendee list solicitation
<36924011148882296729954@win97020>,Spam: Attendee list solicitation
<36924011148882296729954@win97020>,Spam: Attendee list solicitation
<369240111488837051250@win97020>,Spam: Attendee list solicitation
<4164399673096274155137@win97020>,Spam: Attendee list solicitation
<65324024256083179718329@win97020>,Spam: Attendee list solicitation
<6532402425608387211894@win97020>,Spam: Attendee list solicitation
<3608402365720176396413@win97020>,Spam: Attendee list solicitation
<106083996132082007415320@win97020>,Spam: Attendee list solicitation
<16763996132081906331551@win97020>,Spam: Attendee list solicitation
<10912402163464164063511@win97020>,Spam: Attendee list solicitation
<10912402163464147827769@win97020>,Spam: Attendee list solicitation
<10912402163464164063511@win97020>,Spam: Attendee list solicitation
<1311202508171718329CD193$9B0DF5786C@showbizpaint.com>,"Credential phishing: DocuSign embedded image lure with no DocuSign domains in links, Brand impersonation: Fake DocuSign HTML table not linking to DocuSign domains, Brand impersonation: DocuSign, Open Redirect: Google domain with /url path and suspicious indicators, Unusually long local part from untrusted sender address, Suspicious sender display name with long procedurally generated text blob, Credential phishing language and suspicious indicators (unknown sender), Credential phishing: Engaging language and other indicators (untrusted sender), Credential phishing link (unknown sender)"
<13222025081517AC57969D31$2B3CAE78E5@showbizpaint.com>,"Credential phishing: DocuSign embedded image lure with no DocuSign domains in links, Brand impersonation: Fake DocuSign HTML table not linking to DocuSign domains, Brand impersonation: DocuSign, Open Redirect: Google domain with /url path and suspicious indicators, Unusually long local part from untrusted sender address, Suspicious sender display name with long procedurally generated text blob, Credential phishing language and suspicious indicators (unknown sender), Credential phishing: Engaging language and other indicators (untrusted sender), Credential phishing link (unknown sender)"
<20251308171426073139199C-935264112A@showbizpaint.com>,"Credential phishing: DocuSign embedded image lure with no DocuSign domains in links, Brand impersonation: Fake DocuSign HTML table not linking to DocuSign domains, Brand impersonation: DocuSign, Open Redirect: Google domain with /url path and suspicious indicators, Unusually long local part from untrusted sender address, Suspicious sender display name with long procedurally generated text blob, Credential phishing language and suspicious indicators (unknown sender), Credential phishing: Engaging language and other indicators (untrusted sender), Credential phishing link (unknown sender)"
<1013527090.1328.1755129914823@idcs-messaging-5db79cc955-pvnvl>,Credential phishing: Fake password expiration from new and unsolicited sender
<523411709.135051.1754892415221@idcs-messaging-75bdd57bd8-wlnfg>,Credential phishing: Fake password expiration from new and unsolicited sender
<102a09f8-50b0-49f5-a1af-ef888b4884c3@SYBPR01MB7833.ausprd01.prod.outlook.com>,Credential phishing: Fake password expiration from new and unsolicited sender
<1109633017.2840603.1755126032223@mail.yahoo.com>,Job scam (unsolicited sender)
<DOCPRDAUSSEIS06AaTz00004d41@ausmtp.doc.ineight.com>,Fake thread with suspicious indicators
<DOCPRDAUSSEIS06AaTz00004d41@ausmtp.doc.ineight.com>,Fake thread with suspicious indicators
<BJSPR01MB06905013D396E8EAC49C3269D52A2@BJSPR01MB0690.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<omr1W9i-T-GxGgMss36rwg@geopod-ismtpd-24>,"Business Email Compromise (BEC) attempt from untrusted sender, Business Email Compromise (BEC) attempt from unsolicited sender"
<PN5P287MB4211AE55229AF0D19C544EBBF42AA@PN5P287MB4211.INDP287.PROD.OUTLOOK.COM>,Fake thread with suspicious indicators
<PN5P287MB4211AE55229AF0D19C544EBBF42AA@PN5P287MB4211.INDP287.PROD.OUTLOOK.COM>,Fake thread with suspicious indicators
<PN5P287MB4211AE55229AF0D19C544EBBF42AA@PN5P287MB4211.INDP287.PROD.OUTLOOK.COM>,Fake thread with suspicious indicators
<PN5P287MB4211AE55229AF0D19C544EBBF42AA@PN5P287MB4211.INDP287.PROD.OUTLOOK.COM>,Fake thread with suspicious indicators
<36322604147843@iZhaj2mrvexc45Z>,Credential phishing link (unknown sender)
<2025120804015701EAE94941-ACD7684C1B@rosenholz-unterlintach.de>,Suspicious newly registered reply-to domain with engaging financial or urgent language
<NT0PR01MB1117D499FF644833184436C3B32A2@NT0PR01MB1117.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<NT0PR01MB1117D499FF644833184436C3B32A2@NT0PR01MB1117.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<NT0PR01MB1117D499FF644833184436C3B32A2@NT0PR01MB1117.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<NT0PR01MB1117D499FF644833184436C3B32A2@NT0PR01MB1117.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<BJSPR01MB0690DE887171BCADFA17DD70D52A2@BJSPR01MB0690.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<BJSPR01MB0690DE887171BCADFA17DD70D52A2@BJSPR01MB0690.CHNPR01.prod.partner.outlook.cn>,Fake message thread - Untrusted sender with a mismatched freemail reply-to address
<SE2P216MB22105B57A54584B39C53874C9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22105B57A54584B39C53874C9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22105B57A54584B39C53874C9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22105B57A54584B39C53874C9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221036C764328748A23896319B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB2210AA1532A684B211D51EBB9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22102D2F5DE655ADE248C4069B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB22104D15F56078E7ADE6717D9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<SE2P216MB221087946D021180D065951A9B2AA@SE2P216MB2210.KORP216.PROD.OUTLOOK.COM>,Spam: Attendee list solicitation
<1521047827.709.1755049006122@[192.168.164.235]>,Business Email Compromise (BEC) attempt from untrusted sender
<1521047827.709.1755049006122@[192.168.164.235]>,Business Email Compromise (BEC) attempt from untrusted sender
<CAJZfXOeK0fB6-9yQFb7c3bB38iwhrrc3NjWAgvrvHF7mOvLMjw@mail.gmail.com>,Spam: Attendee list solicitation
<CAM9yWOsefSByf9xc9q7E3fTrN0BH51TyLzz5i0coKw8va-RF0Q@mail.gmail.com>,Spam: Attendee list solicitation
<CAM9yWOsefSByf9xc9q7E3fTrN0BH51TyLzz5i0coKw8va-RF0Q@mail.gmail.com>,Spam: Attendee list solicitation
<CAJZfXOczsdQgzd6hN=gfvgaNyUZ-+5g3QpsfEXCZSwxK5ZtfrA@mail.gmail.com>,Spam: Attendee list solicitation
<CAJZfXOczsdQgzd6hN=gfvgaNyUZ-+5g3QpsfEXCZSwxK5ZtfrA@mail.gmail.com>,Spam: Attendee list solicitation
<CAM9yWOs=OJPo4uepxUb-vKeVirmKQuV4W7jhNFbbcqrzCJrW5g@mail.gmail.com>,Spam: Attendee list solicitation
<CAOBpr9-FmJ5Q0+8LVjDDtExADXsYKgfZ1unmqmQdUOkQZTxJPQ@mail.gmail.com>,Spam: Attendee list solicitation
<CAOBpr9-FmJ5Q0+8LVjDDtExADXsYKgfZ1unmqmQdUOkQZTxJPQ@mail.gmail.com>,Spam: Attendee list solicitation
<CAJZfXOf_g=qTgnZ5A5BDRHgUwC52TXrpLtbSbmu_juOXJC+G=g@mail.gmail.com>,Spam: Attendee list solicitation
<CAJZfXOf_g=qTgnZ5A5BDRHgUwC52TXrpLtbSbmu_juOXJC+G=g@mail.gmail.com>,Spam: Attendee list solicitation
<20250812171558.55058-{14949:20250812170032-14949-29}-0088125@info.jasolar.com.cn>,Brand impersonation: Zoom
<J0_mL0bAQQ2r60LFefrEYA@geopod-ismtpd-11>,Predatory Academic Journal Solicitation
<b43fb5c1-7085-41ca-857c-615390f422d0@SY3PPF7288964DF.AUSP282.PROD.OUTLOOK.COM>,Credential phishing: Fake password expiration from new and unsolicited sender
<689bead5976b4_42c603c6a443979@bn2.mail>,Credential phishing content and link (untrusted sender)
<a8YoI000000000000000000000000000000000000000000000T0WS6400T4j_ZvFTQtGHgDduG8ka6Q@sfdc.net>,Spam: Attendee list solicitation
<a8YoI000000000000000000000000000000000000000000000T0WS6400T4j_ZvFTQtGHgDduG8ka6Q@sfdc.net>,Spam: Attendee list solicitation
<a8YoI000000000000000000000000000000000000000000000T0WS6400T4j_ZvFTQtGHgDduG8ka6Q@sfdc.net>,Spam: Attendee list solicitation
<a8YoI000000000000000000000000000000000000000000000T0WS6400T4j_ZvFTQtGHgDduG8ka6Q@sfdc.net>,Spam: Attendee list solicitation
<01000198a0aa4034-3ddca305-1579-4be4-9c07-135291423c86-000000@email.amazonses.com>,Fake voicemail notification (untrusted sender)
<01000198a0a7d360-bc6eec1c-281d-409b-99de-f00e3c4a8437-000000@email.amazonses.com>,Fake voicemail notification (untrusted sender)
<uy-jk5eORZyhMbkKWwX7Ag@geopod-ismtpd-canary-0>,Twitter infrastructure abuse via link shortener
<uy-jk5eORZyhMbkKWwX7Ag@geopod-ismtpd-canary-0>,Twitter infrastructure abuse via link shortener
<uy-jk5eORZyhMbkKWwX7Ag@geopod-ismtpd-canary-0>,Twitter infrastructure abuse via link shortener
<uy-jk5eORZyhMbkKWwX7Ag@geopod-ismtpd-canary-0>,Twitter infrastructure abuse via link shortener
<L1fF4jayQaWB39AmQaGyNQ@geopod-ismtpd-14>,Twitter infrastructure abuse via link shortener
<d85c5df2-2a51-4ee4-9f27-de0a47f8898e@SYBPR01MB6955.ausprd01.prod.outlook.com>,Credential phishing: Fake password expiration from new and unsolicited sender
<656101dc0d03$7fd28bc0$7f77a340$@com>,New sender domain (<=10d) from untrusted sender
<656101dc0d03$7fd28bc0$7f77a340$@com>,New sender domain (<=10d) from untrusted sender
<656101dc0d03$7fd28bc0$7f77a340$@com>,New sender domain (<=10d) from untrusted sender
<656101dc0d03$7fd28bc0$7f77a340$@com>,New sender domain (<=10d) from untrusted sender
<13b2201dc0ab7$7965cd40$6c3167c0$@com>,New sender domain (<=10d) from untrusted sender
<13b2201dc0ab7$7965cd40$6c3167c0$@com>,New sender domain (<=10d) from untrusted sender
<13b2201dc0ab7$7965cd40$6c3167c0$@com>,New sender domain (<=10d) from untrusted sender
<13b2201dc0ab7$7965cd40$6c3167c0$@com>,New sender domain (<=10d) from untrusted sender
<293681425718@iZlfv8m80pzh79Z>,Credential phishing link (unknown sender)
<CA+4u7Me-TYiQccwqoeZyTRSF1mZ8BWNh164iTMx=ULro1zK-Yw@mail.gmail.com>,"Advance Fee Fraud (AFF) from freemail provider or suspicious TLD, Honorific greeting BEC attempt with sender and reply-to mismatch, BEC with unusual reply-to or return-path mismatch"
"<SharePage-749bbba1-5054-5000-98b6-ba195204b6d0,749bbba1-5054-5000-98b6-ba195204b6d0-21fab397-be4c-46fc-9632-3398d882be70-SendEmail-PreprocessPayload-rh_ase-aid_d28f57eb-9931-4427-b99e-65e35bc3f765@odspnotify>",Brand impersonation: Sharepoint
"<SharePage-749bbba1-5054-5000-98b6-ba195204b6d0,749bbba1-5054-5000-98b6-ba195204b6d0-21fab397-be4c-46fc-9632-3398d882be70-SendEmail-PreprocessPayload-rh_ase-aid_d28f57eb-9931-4427-b99e-65e35bc3f765@odspnotify>",Brand impersonation: Sharepoint
