email_message_id,threat_tactic_name,abnormal_security_threat_summary_insights,abnormal_security_threat_remediation_status
<x-Ug-6NtQf2IbY5xHUwrYA@geopod-ismtpd-15>,Spam,"Suspicious Link, Unusual Sender Domain, Unusual Sender, Suspicious Financial Request",Remediated
<70164105245201860416392@DESKTOP-3JNPV3Q>,Spam,"Unusual Sender, Unusual Sender Domain, Unusual IP Geolocation, Unusual Reply To",Remediated
<5428405665848415616380@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<5428405665848415616380@win95439>,Scam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<5428405665848415616380@win95439>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<5428405665848415616380@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<5428405665848415616380@win95439>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<76484751921201036511235@DESKTOP-9DA421V>,Spam,"Unusual IP Geolocation, Unusual Sender",Remediated
<PN0PR01MB935074CCDE73B3CA43978AE9DC3BA@PN0PR01MB9350.INDPRD01.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250829000634.D732303FCB4DB003@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<CALZifrBqS3V7_dxVYOEQ6ySUxpeUGLGD7ZdBwOq5q7vvDd2oJA@mail.gmail.com>,Scam,"Unusual Sender, Abnormal Recipient Pattern, Suspicious Financial Request",Remediated
<f0be2953-eaa5-49a0-8239-76046ebb6279@newageau.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<8880c9635d715b5a6633852ec6725364caeb0e@comercial5.online>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Email Authentication",Remediated
<4d9e380c-161a-6cf8-2023-e672bb3aad5b@habitatinnovation.com.au>,Phishing: Credential,"Suspicious Financial Request, Invisible characters found in Email, Unusual Sender",Remediated
<484cb8c2026e3a29f6825727cece0129@0>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender",Remediated
<MAZPR01MB81478CDA6BCCC6222B4F8B66DF3BA@MAZPR01MB8147.INDPRD01.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MAZPR01MB81478CDA6BCCC6222B4F8B66DF3BA@MAZPR01MB8147.INDPRD01.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MAZPR01MB81478CDA6BCCC6222B4F8B66DF3BA@MAZPR01MB8147.INDPRD01.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MAZPR01MB81478CDA6BCCC6222B4F8B66DF3BA@MAZPR01MB8147.INDPRD01.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<d20213d4-7779-0349-7647-f4afae22dda0@medacureinc.com>,Phishing: Credential,"Abnormal Email Body HTML, Suspicious Link, Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<bb791f2c30b4f7408665cc49240d22ca@sales.enlightwomenlead.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250829064002.75121-{16547:20250827152805-16547-26}-0000924@info.yongansports.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<46543041-ee92-43e7-b988-95736e7b05bf@ML1PEPF00011309.ausprd01.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<46543041-ee92-43e7-b988-95736e7b05bf@ML1PEPF00011309.ausprd01.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<46543041-ee92-43e7-b988-95736e7b05bf@ML1PEPF00011309.ausprd01.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<46543041-ee92-43e7-b988-95736e7b05bf@ML1PEPF00011309.ausprd01.prod.outlook.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<ac78cb6e-6933-eda0-254e-bb02c80064cc@medacureinc.com>,Phishing: Credential,"Unusual IP Geolocation, Abnormal Email Body HTML, Suspicious Link, Unusual Sender, Unusual Sender Domain",Remediated
<4b12a004bd4497c5fdbc22fb7c8bc09e@swift.generated>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request, Email Authentication",Remediated
<20250829062306.60888-{16443:20250827102222-16443-75}-0046574@info.jjz1.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<17116420287192428432110@DESKTOP-MQ7BKO8>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Unusual Reply To",Remediated
<ACcAQQCLJYWL1rd3XdqVNqru.1.1756419523153.8026479.gino@szreallogistics.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<AF2AagBzJcmLEbcfL5*IAarU.1.1756419523902.408450.gino@szreallogistics.com>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<ACkAAAA3JQyLOrdBuuSUVqpd.1.1756419524218.7467409.gino@szreallogistics.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<175641949105.5000.11933488676963276881@icloud.com>,Phishing: Credential,"Unusual Sender, Potential Payroll Fraud, Personal Information Theft, Suspicious Financial Request",Remediated
<20250829032621.5D6CB5F1661F39EB@experienceadvertising.agency>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<PU4P216MB16843A4631002985C7EFA99DF73BA@PU4P216MB1684.KORP216.PROD.OUTLOOK.COM>,Other,"Unusual Sender, Low Context File Sharing Link(s), Invisible characters found in Email, Suspicious Financial Request",Remediated
<20250829032806.98CE65346D7D1BE1@qulickdigitaltarget.solutions>,Scam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<4d8b2608-9f41-sl70-4e38-a7f2-508de418c594@merchasydney.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<20250828223741.9DCE425FFEAC0E0C@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250828223722.DA890C56DEB2626D@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<c09f2a78-03a6-4a81-85d1-0baadcb7b337@joddmc.net>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<c09f2a78-03a6-4a81-85d1-0baadcb7b337@joddmc.net>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<9f60cf10-2921-4016-8ee1-58242a496882@rebelprintsource.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<CAN4E6egwZRRCTZxU_se0n5uU5GgLgKs-7E02O3Q5i-7+=fiiWg@mail.gmail.com>,Malware,"Unusual Sender, Low Context File Sharing Link(s), File Sharing Link(s), Unusual Sender Domain, Suspicious Financial Request",Remediated
<f47d1419-e23a-4169-9f80-14173dd9ec5d@rebelprintteam.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<520995d9-e2ad-4bad-b49e-8661113153df@transactions.delmorganco.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<yRyjEgJmQGGcKrV9a2VqRw@geopod-ismtpd-0>,Phishing: Credential,"Suspicious Link, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<1248501dc185f$6f299c70$4d7cd550$@parizatech.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<1248501dc185f$6f299c70$4d7cd550$@parizatech.com>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<1248501dc185f$6f299c70$4d7cd550$@parizatech.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<1248501dc185f$6f299c70$4d7cd550$@parizatech.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<1756414929443.914bb056-b5b8-47bd-916d-3ecf6232f1bf@bf02x.hubspotemail.net>,Spam,"Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<122e878c63991b2ce0b05c3dee6ad910@eurofoodsnherbs.com>,Spam,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<CA+QeKzFiWONLEjegafNk=D=7ifGs0SCFTVH9PD3E6rB1=ryB5Q@mail.gmail.com>,Scam,"Suspicious Link, Invisible characters found in Email, Unusual Sender, Unusual Sender Domain, Bitcoin Topics",Remediated
<01000198f26fddef-3cf8cd7f-8b7b-46f1-88fc-6a58e5644b19-000000@email.amazonses.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<MA5P287MB4189C5AC7B6641E449F98E79C13BA@MA5P287MB4189.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MA5P287MB4189C5AC7B6641E449F98E79C13BA@MA5P287MB4189.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MA5P287MB4189C5AC7B6641E449F98E79C13BA@MA5P287MB4189.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<MA5P287MB4189C5AC7B6641E449F98E79C13BA@MA5P287MB4189.INDP287.PROD.OUTLOOK.COM>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250828212556.0E0F7672C08D41D5@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<20250828212556.4F1B40056495E817@mywebsolutions.biz>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<556346811640929430890@win103069>,Other,"Unusual Sender, Unusual Sender Domain",Remediated
<e7cc01dc1858$75285b40$5f7911c0$@parizatech.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Abnormal Email SignOff",Remediated
<20250828214640.6453EC21AADF10D7@sydneyseoguru.biz>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250828214640.6453EC21AADF10D7@sydneyseoguru.biz>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<01000198f2432b31-817489c8-aace-476c-91a6-338bb383f86b-000000@email.amazonses.com>,Phishing: Credential,"Suspicious Fax or Voicemail notification, Suspicious Link, Unusual Sender, Personal Information Theft, Unusual Sender Domain",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAJwuExD0QVRLrpl1xobsgt/CgAAAEAAAAOCpSR3A/VVFjSfkO8ee78cBAAAAAA==@jbresmail.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Email Authentication",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAJwuExD0QVRLrpl1xobsgt/CgAAAEAAAAOCpSR3A/VVFjSfkO8ee78cBAAAAAA==@jbresmail.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Email Authentication",Remediated
<!&!AAAAAAAAAAAYAAAAAAAAAJwuExD0QVRLrpl1xobsgt/CgAAAEAAAAOCpSR3A/VVFjSfkO8ee78cBAAAAAA==@jbresmail.org>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Email Authentication",Remediated
<20250828214447.03DE35FBD03C44D2@sydneyseoguru.biz>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain",Remediated
<20250829033845032.info@jdyprading.asia>,Other,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain, Unusual Reply To",Remediated
<20250828193821.35eec23af19c8410@mineforcegroup.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<TYZPR04MB5414F096F23F19246A108006C83BA@TYZPR04MB5414.apcprd04.prod.outlook.com>,Other,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TYZPR04MB5414F096F23F19246A108006C83BA@TYZPR04MB5414.apcprd04.prod.outlook.com>,Other,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TYZPR04MB5414F096F23F19246A108006C83BA@TYZPR04MB5414.apcprd04.prod.outlook.com>,Other,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<TYZPR04MB5414F096F23F19246A108006C83BA@TYZPR04MB5414.apcprd04.prod.outlook.com>,Other,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<67043996771043530198@win93194>,Spam,"Unusual Sender, Unusual IP Geolocation, Unusual Sender Domain, Suspicious Financial Request, Email Authentication, Unusual Reply To",Remediated
<20250828192211.89f88c482babf455@mineforcegroup.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<175640849033.6252.4659082326619946128@smtp.kagoya.net>,Other,"Unusual IP Geolocation, Abnormal Email Body HTML, Abnormal Recipient Pattern, Unusual Sender, Email Authentication, Unusual Reply To",Remediated
<20250828191311.258f6fa4f3519fe1@mineforcegroup.com>,Spam,"Unusual Sender, Unusual Sender Domain",Remediated
<DM6PR14MB3148CFE158428294EA0FDB38B13BA@DM6PR14MB3148.namprd14.prod.outlook.com>,Spam,"Unusual Sender, Abnormal Recipient Pattern",Remediated
<20250829025430.15050-{14681:20250828185513-14681-22}-0074925@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Personal Information Theft, Unusual Sender Domain, Unusual Reply To",Remediated
<20250829025430.15050-{14681:20250828185513-14681-22}-0074925@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Personal Information Theft, Unusual Sender Domain, Unusual Reply To",Remediated
<4840620992171@iZrdj9ecn7r6ctZ>,Phishing: Credential,"Unusual Sender, Unusual IP Geolocation, Uncommon Attachment Type, Unusual Sender Domain",Remediated
<CAP3MA0_1WV84SnX27Ed7xk97jSX7Rsh7HEXLb+_B90sCZXkEjQ@mail.gmail.com>,Other,"Abnormal Recipient Pattern, Unusual Sender, Link(s) Detected in Attachment",Remediated
<20250829015520.12548-{14681:20250828185513-14681-22}-0081591@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<20250829015520.12548-{14681:20250828185513-14681-22}-0081591@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<20250829015520.12548-{14681:20250828185513-14681-22}-0081591@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<20250829015450.69998-{14681:20250828185513-14681-22}-0074739@gjb.grahw.com>,Phishing: Credential,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<CAA9D-Whb88ZTSe1FNw_J=b_=WfAGf6vaN6OHr2xB-RNAcDyStA@mail.gmail.com>,Scam,"Abnormal Recipient Pattern, Unusual IP Geolocation, Unusual Sender, Link(s) Detected in Attachment",Remediated
<YT1PR01MB860103A6CFF1F54FA6E8EA25C93BA@YT1PR01MB8601.CANPRD01.PROD.OUTLOOK.COM>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<YT1PR01MB860103A6CFF1F54FA6E8EA25C93BA@YT1PR01MB8601.CANPRD01.PROD.OUTLOOK.COM>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<YT1PR01MB860103A6CFF1F54FA6E8EA25C93BA@YT1PR01MB8601.CANPRD01.PROD.OUTLOOK.COM>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain",Remediated
<PU4P216MB2266A934F3CD2CF04283093CC73BA@PU4P216MB2266.KORP216.PROD.OUTLOOK.COM>,Scam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<PU4P216MB2266A934F3CD2CF04283093CC73BA@PU4P216MB2266.KORP216.PROD.OUTLOOK.COM>,Scam,"Abnormal Recipient Pattern, Unusual Sender",Remediated
<1IT-1ee6a98fc2-U@embluemail.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<20250829005510.11321-{14681:20250828185513-14681-22}-0045316@gjb.grahw.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual IP Geolocation, Unusual Sender Domain, Personal Information Theft, Unusual Reply To",Remediated
<20250829003557.22523-{16443:20250827153342-16443-33}-0028382@info.anhuigongzi.com>,Phishing: Credential,"Unusual Sender, Suspicious Link, Unusual Sender Domain, Unusual Reply To",Remediated
<f5307910-47a9-sl40-4f6b-be8f-7266f6997784@thisdigitalsparks.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<1a3f8ca0-34d0-sl95-4e3b-8f97-f1286791f811@constructionpinnacle.com>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<86236c56270a45fc86e681776f2ac6ab@exec-sales.unifiedmagazine.com>,Spam,"Unusual Sender, Personal Information Theft",Remediated
<1a6601dc1834$cdae9910$690bcb30$@pmiinsights.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Unusual Sender Domain",Remediated
<17240c64-75bf-4645-b2c3-6e91bd1f4171@dealenforcervelocity.co>,Spam,"Unusual Sender, Unusual Sender Domain, Suspicious Financial Request",Remediated
<SE1P216MB26471C11411042EE56951298A63BA@SE1P216MB2647.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE1P216MB26471C11411042EE56951298A63BA@SE1P216MB2647.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE1P216MB26471C11411042EE56951298A63BA@SE1P216MB2647.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<SE1P216MB26471C11411042EE56951298A63BA@SE1P216MB2647.KORP216.PROD.OUTLOOK.COM>,Spam,Unusual Sender,Remediated
<2ceb37d2-5ad0-49fd-88ee-69f312298831@iad4s13mta0977.xt.local>,Spam,"Unusual Sender, Invisible characters found in Email, Unusual Reply To",Remediated
<0634e813962e6514049f35c70ac96c66@fortuneoap.com>,Spam,"Unusual IP Geolocation, Unusual Sender, Abnormal Email Body HTML, Unusual Sender Domain, Unusual Reply To",Remediated
