InternetMessageID,SublimeFlaggedRuleName,
Spam: Attendee list solicitation,0198e02b-1b48-7841-9671-f643be88cd28,<20250825093926.DB182670003BDDEC@devseoads.life>
Fake thread with suspicious indicators,0198efa2-2c0e-7bdf-b366-c5590f64be06,<Z63Yxl1tSeyKsTufbZ0KAA.edIc3SvqEtuAYgD4UPrBcxs@sfdc.net>
Fake thread with suspicious indicators,0198ef92-51de-7110-80f4-9a7b74729733,<DiojE3uWSquIqG_od_TVOg.ctlCb-mnE1aPpmF34Em3Yhs@sfdc.net>
Fake thread with suspicious indicators,0198ef8e-6de7-780b-993b-1cfa3b320490,<n8uUIHUGRj2NS6kM9fmMew.Yj-BfluvH9meeNRcrOZtJBs@sfdc.net>
Fake thread with suspicious indicators,0198ef01-f715-7d90-9154-c9cf97db391a,<AL5W1cwySquVuQ12fc4gJA.3DscnoW0EkyaE7D4Wseqghs@sfdc.net>
Fake thread with suspicious indicators,0198eeb7-356a-7bac-a3d2-40e2df76181a,<PoZ0407bSMqwTi5asnjaNQ.T2R_atAWHtiSNYSFKnJipBs@sfdc.net>
Fake thread with suspicious indicators,0198edf0-e4b4-7515-bc13-88e45a95da4b,<AL5W1cwySquVuQ12fc4gJA.3DscnoW0EkyaE7D4Wseqghs@sfdc.net>
Fake thread with suspicious indicators,0198e8ca-2057-7463-9a11-6a08c7ee06e7,<cIDTZwZ3Tse9-Sr0uyQoGw.kWzb15DdHK-UTxJWlkQYQBs@sfdc.net>
Fake thread with suspicious indicators,0198e39e-33e7-7269-8a09-adf35ad604ca,<dQLImeH5QTKrXyTU8yC7Dw.H45H4CYeHAOyEF24Tb5rGBs@sfdc.net>
Fake thread with suspicious indicators,0198e399-4511-7340-be5f-d4ef68ecb250,<AXLInB4TTOOvHC3OwK0f1g.Pnn64Yd-EyWTL5hAO3V7sBs@sfdc.net>
Fake thread with suspicious indicators,0198df7f-138a-7eb2-81fa-7dd4590d87b9,<SKgXybysSGGeEcUNmf5Oug.z-IG0c2bFHq0YoP5y1YPHRs@sfdc.net>
Fake thread with suspicious indicators,0198d035-bd14-70b6-bb5e-4a3e575e578e,<mPqdNSPvSaaXs8T8F69S2w.oj3KQYu-FTSsm2hQkZKs-xs@sfdc.net>
Fake thread with suspicious indicators,0198ca35-f44c-7bff-9a85-3c491f2ded77,<AooqidUySR-eEqrskVMf0Q.vDfRenOjH66KOdAtr0G2Xxs@sfdc.net>
Fake thread with suspicious indicators,0198c9aa-4e1f-73a1-a18f-dd35681feec7,<01A4bTLsRxyFYqAZYXr61g.oVez7lWKG3mTj73cGVHMsBs@sfdc.net>
Fake thread with suspicious indicators,0198c97f-f62f-7e2c-af8b-ada17d31f748,<0p5qTFWURrmprfZzR_vyzw.B1bZV_nbGsOqYqBDplbI9Rs@sfdc.net>
Fake thread with suspicious indicators,0198c5d8-c3e8-7295-8970-ab60c59a2f2c,<VZweIZO6QOmXfFc3rxFxDw.JLNVEG1yGTizLL7l-h3ySBs@sfdc.net>
Fake thread with suspicious indicators,0198c4bf-1a65-73f8-8fcb-9db5be1d6d11,<ZvpTJ3zSSliMWuCq95OQMA.pxkuMCb7ETyPDDs4njfKhBs@sfdc.net>
Fake thread with suspicious indicators,0198c0a0-4de4-7b5e-8b8d-4861e92bf847,<TZTh1EeRRRqkx9Be8J9BbA.YLpHX68iHA6G0yIqyMfGnRs@sfdc.net>
Fake thread with suspicious indicators,0198bf78-ea3d-7804-ab7d-8ef580e4627e,<N0uGPiooRwaNfTgROMkkeg.gKOydsuvHPOAm11mKkb8Hxs@sfdc.net>
Fake thread with suspicious indicators,0198bbb8-052d-74d0-baee-870962db8c20,<cZNzrs4TR26PrglNPC-Fnw.Q8kQlx82GteRANM5w17HLhs@sfdc.net>
Fake thread with suspicious indicators,0198bbaa-d7bf-7f38-a960-80e6358f48e5,<sF5TF1_3Rxmqw2l_e69m-A.TZKiQSkYFoevexrOn3nNbxs@sfdc.net>
Fake thread with suspicious indicators,0198bba6-13bf-775f-8ea6-be569209b9ec,<yoX_HVKhQ--mjgH2HRUw1A.-EXlvbtSFSKoPVCanPbJyBs@sfdc.net>
Fake thread with suspicious indicators,0198bb92-d96a-73fa-9c68-9263ca08e174,<sr8Y03mpSKeKsbV80TKGng.su00if7KEfW7tQiPvmWOdxs@sfdc.net>
Fake thread with suspicious indicators,0198bb8e-98ca-7d68-9a05-7e563a728468,<Etka1NMCSm-ncf-c5UF6-A.kxzgFKKxEn63fDpNtVJILxs@sfdc.net>
Fake thread with suspicious indicators,0198bb4c-464a-70a1-b457-7bea1d1520ec,<r7LOtEgLSDG8_1MjFPftmA.Am9GLVzJGPyYSAiCppOo0Rs@sfdc.net>
Fake thread with suspicious indicators,0198b69a-f66f-7349-b56b-289c4c48ee39,<wPFbk9LqTDK6WET221j76Q.j88KHZrhFyCHCEZ0o0yt-Rs@sfdc.net>
VIP / Executive impersonation in subject (untrusted),0198ef6a-6363-7530-8114-3636f7a58107,<SY2PPF3A5462C095291641D76D636A93568F53BA@SY2PPF3A5462C09.AUSP300.PROD.OUTLOOK.COM>
Business Email Compromise (BEC) attempt from untrusted sender,0198ef68-273a-7dfb-b686-8ecaed19a574,<SEZPR04MB7765AAD7CE38B13CBC0DFD32D23BA@SEZPR04MB7765.apcprd04.prod.outlook.com>
Business Email Compromise (BEC) attempt from untrusted sender,0198ef68-256b-72ba-aa69-27cc0b751ee3,<SEZPR04MB7765AAD7CE38B13CBC0DFD32D23BA@SEZPR04MB7765.apcprd04.prod.outlook.com>
Business Email Compromise (BEC) attempt from untrusted sender,0198ef68-2564-7cba-bce0-07eb9354a0eb,<SEZPR04MB7765AAD7CE38B13CBC0DFD32D23BA@SEZPR04MB7765.apcprd04.prod.outlook.com>
Business Email Compromise (BEC) attempt from untrusted sender,0198ef68-2543-736a-a923-a49992cb996a,<SEZPR04MB7765AAD7CE38B13CBC0DFD32D23BA@SEZPR04MB7765.apcprd04.prod.outlook.com>
Credential phishing: Fake password expiration from new and unsolicited sender,0198ef67-bba8-7627-8e87-b954f1d5fa56,<b3075afb-0d75-4c9b-a5ee-68416d35e5a0@ME0P282MB5232.AUSP282.PROD.OUTLOOK.COM>
Request for Quote or Purchase (RFQ|RFP) with suspicious sender or recipient pattern,0198ef5e-0514-70c9-98f3-3c10338e045f,<gzX8hF-MStSvRD1GrzN-Mg@geopod-ismtpd-canary-0>
Request for Quote or Purchase (RFQ|RFP) with suspicious sender or recipient pattern,0198df61-be71-71b5-b3fa-4263ff433e4b,<_KydFHyPQHSC9nGDAk6JLw@geopod-ismtpd-7>
VIP / Executive impersonation in subject (untrusted),0198ef5d-8cbc-7aec-b36d-37eae92e7ce6,<SY2PPF3A5462C096AD1B5D7126E1F5494FAF53BA@SY2PPF3A5462C09.AUSP300.PROD.OUTLOOK.COM>
Link: Adobe share with suspicious indicators,0198ef5a-1fe8-7900-8625-700f50f36fbc,<01000198ef59a412-d78b0d3e-f0b0-4fa3-9162-33b8b3227789-000000@email.amazonses.com>
Fake thread with suspicious indicators,0198ef3d-e6e7-737a-903b-d15b579fb449,<DOCPRDAUSSEIS06eFUt0000306f@ausmtp.doc.ineight.com>
Fake thread with suspicious indicators,0198ef3d-e6c4-76bd-99f7-c55722af1033,<DOCPRDAUSSEIS06eFUt0000306f@ausmtp.doc.ineight.com>
Credential phishing link (unknown sender),0198ef25-0c97-79ac-bbe5-a1b7e2a6b971,<a734b317-6895-5f9f-a371-17ec8afacb88@pd1.sendpdr.com>
Credential phishing link (unknown sender),0198ef25-04bd-7ae7-ad73-751f7083027d,<2c5f7b8c-b6d3-5953-93b0-059d95e25b9e@pd1.sendpdr.com>
"Impersonation: Internal corporate services, Credential phishing: Fake password expiration from new and unsolicited sender",0198eedf-b3d0-7c02-8d0f-545ea8bf5bb5,<629793817.5070.1756354280817@app128185.mel201.service-now.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eedb-7217-79bb-93d8-9887f9d61f76,<01010198eedb4954-8eba4ce6-f740-4df8-b28f-506adfc6eefd-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eed9-aa0b-7002-be0a-ce833d18173a,<01010198eed9885a-d5bfe5f5-0bf7-4717-b347-1399a78e2325-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eed8-19eb-70b3-b189-2c1bafd2232b,<01010198eed7fd6b-c2caf331-abcf-4a2e-9dca-ec400a374f65-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eed7-455e-7e99-acae-4bfaff7dd22f,<01010198eed71b6d-88d46f2c-f104-476a-9868-f6e5218f10a3-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eed6-3004-7064-8369-6cfe3ce249a0,<01010198eed60f55-5ee5a426-c4cd-41f8-86a8-dfab66326ac1-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eed2-6058-7140-b45b-46423b003618,<01010198eed231c8-edba0969-9c5c-431d-a105-ea0d68b88b88-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198edf1-7bfc-7bbb-b622-60f3653152b9,<01010198edf14b97-9a6e1882-0511-4a8f-b29e-18709b44d6e9-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eded-c92a-7e22-ac6b-e8f08e734eeb,<01010198ededac08-ee1d38a8-a6f6-4713-b205-5b6f7dbfb9c2-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198edec-aac5-74a0-8df7-7088f67f226a,<01010198edec8c61-9731fe9b-d168-43dd-9370-1a9ebdec7e64-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198eddc-cc88-78ee-a170-c35c686cc5b2,<01010198eddca647-88141088-0fba-40e3-8537-3b0bd74741e9-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198edda-28d3-7042-bb6d-9c63eb2c7d9a,<01010198edda06eb-81a25062-0823-4ea7-86d5-59bb85b80064-000000@us-west-2.amazonses.com>
Credential phishing: Fake password expiration from new and unsolicited sender,0198eedb-5d6c-7746-a8ab-94f6bbb9a41e,<d94da2b1-449e-40c3-abd6-d99ca32edd38@SY7P282MB5113.AUSP282.PROD.OUTLOOK.COM>
"Credential phishing: DocuSign embedded image lure with no DocuSign domains in links, Brand impersonation: DocuSign, Unusually long local part from untrusted sender address, Fake thread with suspicious indicators, Credential phishing language and suspicious indicators (unknown sender)",0198ee95-9980-727b-ab9c-7dc26b09657e,<39a721bf-1113-f1a9-dd16-82cf40fc34c5@savo.ch>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee7e-6b2e-7ef2-9681-b6e42fc65b51,<01010198ee7e42dd-9c69d135-af1b-4bd3-94d1-535ebde0c923-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee7b-bc9e-7f2f-adbf-f89f54aa7800,<01010198ee7b94bd-d39b6d53-9f16-4827-a96d-37542fbab788-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee7b-b0b6-7858-b4fb-efe54410ed60,<01010198ee7b8715-a8e149e7-fd6c-470a-979d-f8f7dc26a16f-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee7a-c1c3-7c29-bb13-75b44fb4a241,<01010198ee7a9092-88aabc96-c328-4b3b-9959-827fa720cf56-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee79-1bb3-7c0b-8be3-313b8f1c274b,<01010198ee78fce2-730f3a2e-d807-48c4-9942-fe46df62ab6d-000000@us-west-2.amazonses.com>
Suspicious newly registered reply-to domain with engaging financial or urgent language,0198ee78-d266-7373-8b1b-7f92d630286b,<01010198ee78aa7e-0605e198-922e-4ad1-9908-550949391860-000000@us-west-2.amazonses.com>
Predatory Academic Journal Solicitation,0198ee79-f6d7-7d07-af7d-c691c5df9ded,<F9dSGYrOQvu1JKjZyhPUQQ@geopod-ismtpd-3>
Credential phishing: Suspicious e-sign agreement document notification,0198ee5b-6f8a-736b-9426-0a2f095694e4,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-fe8d608e-3a3a-49bb-89a8-83c57c8465a5-r0-SendEmail-rh_ae-aid_a93b338f-5103-4055-a6c9-3027ed146552@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edfa-f3a1-77f2-80f1-e6aadb3f9855,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-83a8468c-3e8e-437e-9555-8aeee53485b7-r0-SendEmail-rh_ae-aid_7682d3b9-38c1-49e2-a209-1dbda1b8eb30@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf6-819d-7732-8ee1-754d4612a87a,"<SpoImmediateAlert-63cd5d5d-626a-47f6-af27-8e16153e36e4,63cd5d5d-626a-47f6-af27-8e16153e36e4-fa279c49-78b8-46ac-a234-e02639367087-r0-SendEmail-rh_ae-aid_7ed30fae-40dd-42b4-9a66-8a428cf7fd81@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf6-225a-78f9-b9e0-c2444602873a,"<SpoImmediateAlert-6a8a4ecc-c45c-4ea4-a95a-41131161c22b,6a8a4ecc-c45c-4ea4-a95a-41131161c22b-1e4d12c7-cb7d-481f-961e-56562377b15f-r0-SendEmail-rh_ae-aid_b018c65a-dbfa-49f1-bd72-e24855af3772@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf5-23bc-7261-9156-e094a5f8c757,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-d12ec4d2-40ae-49aa-96c9-9caba59488bb-r0-SendEmail-rh_ae-aid_ec01b4be-3868-4594-b236-413fb2020528@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf5-0623-74e3-a1aa-76827dba5f28,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-ebdc27b2-874d-4d2e-b6f4-81c633ecaa6c-r0-SendEmail-rh_ae-aid_a9b1934f-e43d-4cac-9f6b-cc6443d3d568@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf5-050c-7c3d-845e-d07f968726bc,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-435721d5-c412-41cd-871d-381914de290f-r0-SendEmail-rh_ae-aid_f6118b4d-25bb-4377-944e-8b937e2df604@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-f763-7d6d-a46d-9cc3eb37e053,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-d1ec23fc-2813-49b9-9f57-6bd1a0bb9669-r0-SendEmail-rh_ae-aid_bc7f391f-ff11-4a47-a92e-cee1b6b774d4@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-f2b9-79a3-898b-b8d00ae2383a,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-042b1015-94c8-4825-a9b5-6c03907c99e6-r0-SendEmail-rh_ae-aid_73b4ba3b-ddcb-47d0-9a3b-3a7ff1264cb3@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-ea4b-79bb-9ef0-bc16a6f40612,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-e6223f15-8aa5-45f2-a0c2-f0ae0a01db3b-r0-SendEmail-rh_ae-aid_ea4a7b9b-dc75-4972-85b3-76944d78db75@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-dfa7-733b-b95d-f6bc57cd7d71,<SpoImmediateAlert-f015d4c2-9a66-4f49-824a-a876286254db-94cd3166-32b8-4395-9d9a-f72028d74555-r0-SendEmail-rh_ae-aid_7f864e67-c2ec-49b7-9e09-b4dace617622@odspnotify>
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-dc1f-73f8-89b5-ea95ac4a5289,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-852f3bde-a362-44f6-a64c-eb95cde64d96-r0-SendEmail-rh_ae-aid_619792af-bac6-432f-b0d1-8f5627e5aa22@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-d547-721c-a973-e36e52fc56b1,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-d3e90aea-5e39-410f-8912-6a4defebcdde-r0-SendEmail-rh_ae-aid_ab3851f3-63f2-43de-8496-bcbc1a6de34b@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-b62d-7bce-a059-415589f9349a,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-f04add15-8fe4-4799-85c3-b29472a6ff97-r0-SendEmail-rh_ae-aid_f1e27cdc-fd60-4899-a4cd-f941ee89966a@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-b301-79ae-9d8b-5d0b6bdd0c2b,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-c814ae17-0adb-4939-af92-7b143455c7cc-r0-SendEmail-rh_ae-aid_854cd30e-5c0d-4a0f-a629-ce814a54f21b@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf4-9f8e-7cfb-9308-c8e9424e3aae,"<SpoImmediateAlert-5372c855-b0b7-47c3-8015-ff20d42c10e0,5372c855-b0b7-47c3-8015-ff20d42c10e0-322506fa-57e6-48f8-a3b5-409f348e2471-r0-SendEmail-rh_ae-aid_a90fa6c4-c28c-49e2-ba6c-db7bec276f06@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198ee5b-6488-7716-bdb3-b272966640d3,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-0e9a65ea-c84b-4741-a315-7df40f3122c1-r0-SendEmail-rh_ae-aid_4037256b-a45b-492d-8aef-c23b91541776@odspnotify>"
Credential phishing: Suspicious e-sign agreement document notification,0198edf8-35b8-7db6-94bd-a2185feaaf64,"<SpoImmediateAlert-7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2,7f84689a-4570-4bc1-9ea8-56ab0f9aa9a2-8239194c-c967-4e35-8877-ff3efdc38430-r0-SendEmail-rh_ae-aid_98690b99-0bbc-4bc2-898b-93d3aaf91638@odspnotify>"
